Yarlip1	yarrowiacyc	Similarity_Yarlip1.to.yarrowiacyc	Similarity_yarrowiacyc.to.Yarlip1
jgi|Yarlip1|121600|fgenesh1_kg.1_#_582_#_TRINITY_DN9437_c0_g1_i1	gnl|YARROWIA|G1FV3-29718-MONOMER	100.0	100.0
jgi|Yarlip1|121598|fgenesh1_kg.1_#_580_#_TRINITY_DN6678_c0_g1_i1	gnl|YARROWIA|G1FV3-29717-MONOMER	100.0	100.0
jgi|Yarlip1|115618|estExt_Genewise1Plus.C_80280	gnl|YARROWIA|G1FV3-30627-MONOMER	100.0	100.0
jgi|Yarlip1|121595|fgenesh1_kg.1_#_577_#_TRINITY_DN2308_c0_g2_i1	gnl|YARROWIA|G1FV3-29716-MONOMER	100.0	100.0
jgi|Yarlip1|121594|fgenesh1_kg.1_#_576_#_TRINITY_DN10042_c0_g1_i1	gnl|YARROWIA|G1FV3-29715-MONOMER	100.0	100.0
jgi|Yarlip1|121592|fgenesh1_kg.1_#_574_#_TRINITY_DN704_c0_g2_i1	gnl|YARROWIA|G1FV3-29713-MONOMER	100.0	100.0
jgi|Yarlip1|121589|fgenesh1_kg.1_#_571_#_TRINITY_DN697_c0_g1_i1	gnl|YARROWIA|G1FV3-29712-MONOMER	100.0	100.0
jgi|Yarlip1|121584|fgenesh1_kg.1_#_566_#_TRINITY_DN2382_c2_g1_i1	gnl|YARROWIA|G1FV3-29703-MONOMER	100.0	100.0
jgi|Yarlip1|121645|fgenesh1_kg.1_#_627_#_TRINITY_DN4908_c0_g1_i1	gnl|YARROWIA|G1FV3-29740-MONOMER	100.0	100.0
jgi|Yarlip1|121646|fgenesh1_kg.1_#_628_#_TRINITY_DN1869_c0_g1_i1	gnl|YARROWIA|G1FV3-29742-MONOMER	100.0	100.0
jgi|Yarlip1|121708|fgenesh1_kg.1_#_690_#_TRINITY_DN11530_c0_g1_i1	gnl|YARROWIA|G1FV3-29780-MONOMER	100.0	100.0
jgi|Yarlip1|121677|fgenesh1_kg.1_#_659_#_TRINITY_DN5442_c0_g1_i1	gnl|YARROWIA|G1FV3-29759-MONOMER	100.0	100.0
jgi|Yarlip1|121704|fgenesh1_kg.1_#_686_#_TRINITY_DN11344_c1_g1_i1	gnl|YARROWIA|G1FV3-29777-MONOMER	100.0	100.0
jgi|Yarlip1|121702|fgenesh1_kg.1_#_684_#_TRINITY_DN1015_c0_g1_i1	gnl|YARROWIA|G1FV3-29776-MONOMER	100.0	100.0
jgi|Yarlip1|121700|fgenesh1_kg.1_#_682_#_TRINITY_DN7817_c0_g1_i1	gnl|YARROWIA|G1FV3-29775-MONOMER	100.0	100.0
jgi|Yarlip1|121688|fgenesh1_kg.1_#_670_#_TRINITY_DN795_c0_g2_i1	gnl|YARROWIA|G1FV3-29768-MONOMER	100.0	100.0
jgi|Yarlip1|121683|fgenesh1_kg.1_#_665_#_TRINITY_DN1363_c1_g1_i1	gnl|YARROWIA|G1FV3-29766-MONOMER	100.0	100.0
jgi|Yarlip1|121680|fgenesh1_kg.1_#_662_#_TRINITY_DN8445_c0_g1_i1	gnl|YARROWIA|G1FV3-29764-MONOMER	100.0	100.0
jgi|Yarlip1|121679|fgenesh1_kg.1_#_661_#_TRINITY_DN10037_c0_g1_i1	gnl|YARROWIA|G1FV3-29763-MONOMER	100.0	100.0
jgi|Yarlip1|121678|fgenesh1_kg.1_#_660_#_TRINITY_DN11521_c0_g1_i1	gnl|YARROWIA|G1FV3-29762-MONOMER	100.0	100.0
jgi|Yarlip1|121674|fgenesh1_kg.1_#_656_#_TRINITY_DN11106_c0_g1_i1	gnl|YARROWIA|G1FV3-29756-MONOMER	100.0	100.0
jgi|Yarlip1|121652|fgenesh1_kg.1_#_634_#_TRINITY_DN10829_c0_g1_i1	gnl|YARROWIA|G1FV3-29744-MONOMER	100.0	100.0
jgi|Yarlip1|121666|fgenesh1_kg.1_#_648_#_TRINITY_DN1832_c0_g2_i1	gnl|YARROWIA|G1FV3-29754-MONOMER	100.0	100.0
jgi|Yarlip1|121665|fgenesh1_kg.1_#_647_#_TRINITY_DN6206_c0_g1_i1	gnl|YARROWIA|G1FV3-29753-MONOMER	100.0	100.0
jgi|Yarlip1|121664|fgenesh1_kg.1_#_646_#_TRINITY_DN9709_c0_g1_i1	gnl|YARROWIA|G1FV3-29752-MONOMER	100.0	100.0
jgi|Yarlip1|121662|fgenesh1_kg.1_#_644_#_TRINITY_DN7735_c0_g1_i1	gnl|YARROWIA|G1FV3-29751-MONOMER	100.0	100.0
jgi|Yarlip1|121660|fgenesh1_kg.1_#_642_#_TRINITY_DN855_c0_g1_i1	gnl|YARROWIA|G1FV3-29750-MONOMER	100.0	100.0
jgi|Yarlip1|121658|fgenesh1_kg.1_#_640_#_TRINITY_DN5441_c0_g1_i1	gnl|YARROWIA|G1FV3-29749-MONOMER	100.0	100.0
jgi|Yarlip1|121655|fgenesh1_kg.1_#_637_#_TRINITY_DN3203_c0_g1_i1	gnl|YARROWIA|G1FV3-29747-MONOMER	100.0	100.0
jgi|Yarlip1|121654|fgenesh1_kg.1_#_636_#_TRINITY_DN6207_c0_g1_i1	gnl|YARROWIA|G1FV3-29746-MONOMER	100.0	100.0
jgi|Yarlip1|121580|fgenesh1_kg.1_#_562_#_TRINITY_DN2382_c0_g3_i1	gnl|YARROWIA|G1FV3-29702-MONOMER	100.0	100.0
jgi|Yarlip1|121578|fgenesh1_kg.1_#_560_#_TRINITY_DN2362_c0_g1_i1	gnl|YARROWIA|G1FV3-29701-MONOMER	100.0	100.0
jgi|Yarlip1|121573|fgenesh1_kg.1_#_555_#_TRINITY_DN92_c0_g1_i1	gnl|YARROWIA|G1FV3-29699-MONOMER	100.0	100.0
jgi|Yarlip1|121449|fgenesh1_kg.1_#_431_#_TRINITY_DN6143_c0_g1_i1	gnl|YARROWIA|G1FV3-29632-MONOMER	100.0	100.0
jgi|Yarlip1|121486|fgenesh1_kg.1_#_468_#_TRINITY_DN2140_c0_g1_i1	gnl|YARROWIA|G1FV3-29663-MONOMER	100.0	100.0
jgi|Yarlip1|121482|fgenesh1_kg.1_#_464_#_TRINITY_DN4739_c0_g1_i1	gnl|YARROWIA|G1FV3-29659-MONOMER	100.0	100.0
jgi|Yarlip1|121480|fgenesh1_kg.1_#_462_#_TRINITY_DN1037_c0_g1_i1	gnl|YARROWIA|G1FV3-29658-MONOMER	100.0	100.0
jgi|Yarlip1|121472|fgenesh1_kg.1_#_454_#_TRINITY_DN1460_c0_g2_i1	gnl|YARROWIA|G1FV3-29654-MONOMER	100.0	100.0
jgi|Yarlip1|121470|fgenesh1_kg.1_#_452_#_TRINITY_DN889_c0_g1_i1	gnl|YARROWIA|G1FV3-29653-MONOMER	100.0	100.0
jgi|Yarlip1|121467|fgenesh1_kg.1_#_449_#_TRINITY_DN5115_c0_g1_i1	gnl|YARROWIA|G1FV3-29651-MONOMER	100.0	100.0
jgi|Yarlip1|121461|fgenesh1_kg.1_#_443_#_TRINITY_DN1139_c1_g1_i1	gnl|YARROWIA|G1FV3-29643-MONOMER	100.0	100.0
jgi|Yarlip1|121460|fgenesh1_kg.1_#_442_#_TRINITY_DN1139_c0_g1_i1	gnl|YARROWIA|G1FV3-29642-MONOMER	100.0	100.0
jgi|Yarlip1|121448|fgenesh1_kg.1_#_430_#_TRINITY_DN1563_c0_g2_i1	gnl|YARROWIA|G1FV3-29631-MONOMER	100.0	100.0
jgi|Yarlip1|121571|fgenesh1_kg.1_#_553_#_TRINITY_DN4925_c0_g1_i1	gnl|YARROWIA|G1FV3-29698-MONOMER	100.0	100.0
jgi|Yarlip1|121444|fgenesh1_kg.1_#_426_#_TRINITY_DN2832_c2_g1_i1	gnl|YARROWIA|G1FV3-29627-MONOMER	100.0	100.0
jgi|Yarlip1|121441|fgenesh1_kg.1_#_423_#_TRINITY_DN2910_c2_g1_i1	gnl|YARROWIA|G1FV3-29625-MONOMER	100.0	100.0
jgi|Yarlip1|121436|fgenesh1_kg.1_#_418_#_TRINITY_DN2997_c1_g1_i1	gnl|YARROWIA|G1FV3-29622-MONOMER	100.0	100.0
jgi|Yarlip1|121431|fgenesh1_kg.1_#_413_#_TRINITY_DN4900_c2_g1_i1	gnl|YARROWIA|G1FV3-29619-MONOMER	100.0	100.0
jgi|Yarlip1|121425|fgenesh1_kg.1_#_407_#_TRINITY_DN2324_c0_g1_i1	gnl|YARROWIA|G1FV3-29615-MONOMER	100.0	100.0
jgi|Yarlip1|121424|fgenesh1_kg.1_#_406_#_TRINITY_DN3005_c0_g1_i1	gnl|YARROWIA|G1FV3-29614-MONOMER	100.0	100.0
jgi|Yarlip1|115885|estExt_Genewise1Plus.C_9_t10104	gnl|YARROWIA|G1FV3-27264-MONOMER	100.0	100.0
jgi|Yarlip1|121416|fgenesh1_kg.1_#_398_#_TRINITY_DN2101_c0_g1_i1	gnl|YARROWIA|G1FV3-29609-MONOMER	100.0	100.0
jgi|Yarlip1|121489|fgenesh1_kg.1_#_471_#_TRINITY_DN10800_c1_g1_i1	gnl|YARROWIA|G1FV3-29664-MONOMER	100.0	100.0
jgi|Yarlip1|115834|estExt_Genewise1Plus.C_9_t10053	gnl|YARROWIA|G1FV3-27292-MONOMER	100.0	100.0
jgi|Yarlip1|121497|fgenesh1_kg.1_#_479_#_TRINITY_DN3178_c0_g1_i1	gnl|YARROWIA|G1FV3-29669-MONOMER	100.0	100.0
jgi|Yarlip1|115768|estExt_Genewise1Plus.C_80446	gnl|YARROWIA|G1FV3-30753-MONOMER	100.0	100.0
jgi|Yarlip1|121563|fgenesh1_kg.1_#_545_#_TRINITY_DN2429_c0_g2_i1	gnl|YARROWIA|G1FV3-29696-MONOMER	100.0	100.0
jgi|Yarlip1|121559|fgenesh1_kg.1_#_541_#_TRINITY_DN1622_c0_g1_i1	gnl|YARROWIA|G1FV3-29694-MONOMER	100.0	100.0
jgi|Yarlip1|121557|fgenesh1_kg.1_#_539_#_TRINITY_DN5190_c0_g1_i1	gnl|YARROWIA|G1FV3-29692-MONOMER	100.0	100.0
jgi|Yarlip1|121553|fgenesh1_kg.1_#_535_#_TRINITY_DN410_c0_g1_i1	gnl|YARROWIA|G1FV3-29691-MONOMER	100.0	100.0
jgi|Yarlip1|121550|fgenesh1_kg.1_#_532_#_TRINITY_DN11345_c0_g1_i1	gnl|YARROWIA|G1FV3-29690-MONOMER	100.0	100.0
jgi|Yarlip1|121545|fgenesh1_kg.1_#_527_#_TRINITY_DN48_c0_g2_i1	gnl|YARROWIA|G1FV3-29689-MONOMER	100.0	100.0
jgi|Yarlip1|121542|fgenesh1_kg.1_#_524_#_TRINITY_DN8108_c1_g1_i1	gnl|YARROWIA|G1FV3-29688-MONOMER	100.0	100.0
jgi|Yarlip1|121540|fgenesh1_kg.1_#_522_#_TRINITY_DN195_c0_g1_i1	gnl|YARROWIA|G1FV3-29686-MONOMER	100.0	100.0
jgi|Yarlip1|121538|fgenesh1_kg.1_#_520_#_TRINITY_DN1101_c0_g1_i1	gnl|YARROWIA|G1FV3-29684-MONOMER	100.0	100.0
jgi|Yarlip1|121537|fgenesh1_kg.1_#_519_#_TRINITY_DN1101_c2_g1_i1	gnl|YARROWIA|G1FV3-29683-MONOMER	100.0	100.0
jgi|Yarlip1|121515|fgenesh1_kg.1_#_497_#_TRINITY_DN146_c0_g1_i1	gnl|YARROWIA|G1FV3-29681-MONOMER	100.0	100.0
jgi|Yarlip1|121514|fgenesh1_kg.1_#_496_#_TRINITY_DN9825_c0_g1_i1	gnl|YARROWIA|G1FV3-29680-MONOMER	100.0	100.0
jgi|Yarlip1|121506|fgenesh1_kg.1_#_488_#_TRINITY_DN2079_c0_g1_i1	gnl|YARROWIA|G1FV3-29676-MONOMER	100.0	100.0
jgi|Yarlip1|121504|fgenesh1_kg.1_#_486_#_TRINITY_DN2652_c0_g1_i2	gnl|YARROWIA|G1FV3-29675-MONOMER	100.0	100.0
jgi|Yarlip1|121503|fgenesh1_kg.1_#_485_#_TRINITY_DN10053_c0_g1_i1	gnl|YARROWIA|G1FV3-29672-MONOMER	100.0	100.0
jgi|Yarlip1|121500|fgenesh1_kg.1_#_482_#_TRINITY_DN1227_c0_g2_i1	gnl|YARROWIA|G1FV3-29671-MONOMER	100.0	100.0
jgi|Yarlip1|121499|fgenesh1_kg.1_#_481_#_TRINITY_DN11428_c0_g1_i1	gnl|YARROWIA|G1FV3-29670-MONOMER	100.0	100.0
jgi|Yarlip1|121707|fgenesh1_kg.1_#_689_#_TRINITY_DN6117_c0_g1_i1	gnl|YARROWIA|G1FV3-29779-MONOMER	100.0	100.0
jgi|Yarlip1|121724|fgenesh1_kg.1_#_706_#_TRINITY_DN5001_c0_g1_i1	gnl|YARROWIA|G1FV3-29785-MONOMER	100.0	100.0
jgi|Yarlip1|121898|fgenesh1_kg.1_#_880_#_TRINITY_DN893_c0_g1_i1	gnl|YARROWIA|G1FV3-29900-MONOMER	100.0	100.0
jgi|Yarlip1|115189|estExt_Genewise1Plus.C_7_t10426	gnl|YARROWIA|G1FV3-27659-MONOMER	100.0	100.0
jgi|Yarlip1|121853|fgenesh1_kg.1_#_835_#_TRINITY_DN2035_c0_g1_i1	gnl|YARROWIA|G1FV3-29870-MONOMER	100.0	100.0
jgi|Yarlip1|121852|fgenesh1_kg.1_#_834_#_TRINITY_DN3372_c0_g1_i1	gnl|YARROWIA|G1FV3-29869-MONOMER	100.0	100.0
jgi|Yarlip1|121851|fgenesh1_kg.1_#_833_#_TRINITY_DN9664_c0_g1_i1	gnl|YARROWIA|G1FV3-29868-MONOMER	100.0	100.0
jgi|Yarlip1|121849|fgenesh1_kg.1_#_831_#_TRINITY_DN9350_c0_g1_i1	gnl|YARROWIA|G1FV3-29866-MONOMER	100.0	100.0
jgi|Yarlip1|121848|fgenesh1_kg.1_#_830_#_TRINITY_DN9651_c0_g1_i1	gnl|YARROWIA|G1FV3-29865-MONOMER	100.0	100.0
jgi|Yarlip1|121847|fgenesh1_kg.1_#_829_#_TRINITY_DN1851_c0_g1_i1	gnl|YARROWIA|G1FV3-29864-MONOMER	100.0	100.0
jgi|Yarlip1|121845|fgenesh1_kg.1_#_827_#_TRINITY_DN453_c0_g1_i1	gnl|YARROWIA|G1FV3-29863-MONOMER	100.0	100.0
jgi|Yarlip1|121843|fgenesh1_kg.1_#_825_#_TRINITY_DN1956_c0_g1_i2	gnl|YARROWIA|G1FV3-29862-MONOMER	100.0	100.0
jgi|Yarlip1|121842|fgenesh1_kg.1_#_824_#_TRINITY_DN649_c0_g2_i1	gnl|YARROWIA|G1FV3-29861-MONOMER	100.0	100.0
jgi|Yarlip1|121856|fgenesh1_kg.1_#_838_#_TRINITY_DN2097_c0_g1_i1	gnl|YARROWIA|G1FV3-29873-MONOMER	100.0	100.0
jgi|Yarlip1|121840|fgenesh1_kg.1_#_822_#_TRINITY_DN11333_c0_g1_i1	gnl|YARROWIA|G1FV3-29860-MONOMER	100.0	100.0
jgi|Yarlip1|121836|fgenesh1_kg.1_#_818_#_TRINITY_DN4753_c0_g1_i1	gnl|YARROWIA|G1FV3-29858-MONOMER	100.0	100.0
jgi|Yarlip1|121831|fgenesh1_kg.1_#_813_#_TRINITY_DN2724_c0_g1_i1	gnl|YARROWIA|G1FV3-29854-MONOMER	100.0	100.0
jgi|Yarlip1|115255|estExt_Genewise1Plus.C_7_t10493	gnl|YARROWIA|G1FV3-27630-MONOMER	100.0	100.0
jgi|Yarlip1|121828|fgenesh1_kg.1_#_810_#_TRINITY_DN9626_c0_g1_i1	gnl|YARROWIA|G1FV3-29853-MONOMER	100.0	100.0
jgi|Yarlip1|121826|fgenesh1_kg.1_#_808_#_TRINITY_DN5094_c0_g1_i1	gnl|YARROWIA|G1FV3-29850-MONOMER	100.0	100.0
jgi|Yarlip1|121823|fgenesh1_kg.1_#_805_#_TRINITY_DN1542_c0_g1_i2	gnl|YARROWIA|G1FV3-29848-MONOMER	100.0	100.0
jgi|Yarlip1|121822|fgenesh1_kg.1_#_804_#_TRINITY_DN1574_c0_g1_i1	gnl|YARROWIA|G1FV3-29847-MONOMER	100.0	100.0
jgi|Yarlip1|121855|fgenesh1_kg.1_#_837_#_TRINITY_DN11322_c0_g1_i1	gnl|YARROWIA|G1FV3-29872-MONOMER	100.0	100.0
jgi|Yarlip1|121860|fgenesh1_kg.1_#_842_#_TRINITY_DN9453_c0_g1_i1	gnl|YARROWIA|G1FV3-29874-MONOMER	100.0	100.0
jgi|Yarlip1|121725|fgenesh1_kg.1_#_707_#_TRINITY_DN8145_c0_g1_i1	gnl|YARROWIA|G1FV3-29786-MONOMER	100.0	100.0
jgi|Yarlip1|121882|fgenesh1_kg.1_#_864_#_TRINITY_DN589_c0_g1_i1	gnl|YARROWIA|G1FV3-29888-MONOMER	100.0	100.0
jgi|Yarlip1|121896|fgenesh1_kg.1_#_878_#_TRINITY_DN6832_c0_g1_i1	gnl|YARROWIA|G1FV3-29898-MONOMER	100.0	100.0
jgi|Yarlip1|121895|fgenesh1_kg.1_#_877_#_TRINITY_DN524_c0_g2_i1	gnl|YARROWIA|G1FV3-29897-MONOMER	100.0	100.0
jgi|Yarlip1|121893|fgenesh1_kg.1_#_875_#_TRINITY_DN1985_c0_g1_i1	gnl|YARROWIA|G1FV3-29896-MONOMER	100.0	100.0
jgi|Yarlip1|121891|fgenesh1_kg.1_#_873_#_TRINITY_DN6543_c0_g1_i1	gnl|YARROWIA|G1FV3-29895-MONOMER	100.0	100.0
jgi|Yarlip1|121890|fgenesh1_kg.1_#_872_#_TRINITY_DN6102_c0_g1_i1	gnl|YARROWIA|G1FV3-29894-MONOMER	100.0	100.0
jgi|Yarlip1|121889|fgenesh1_kg.1_#_871_#_TRINITY_DN11522_c0_g1_i1	gnl|YARROWIA|G1FV3-29893-MONOMER	100.0	100.0
jgi|Yarlip1|121886|fgenesh1_kg.1_#_868_#_TRINITY_DN8470_c0_g1_i1	gnl|YARROWIA|G1FV3-29890-MONOMER	100.0	100.0
jgi|Yarlip1|121884|fgenesh1_kg.1_#_866_#_TRINITY_DN11094_c0_g1_i1	gnl|YARROWIA|G1FV3-29889-MONOMER	100.0	100.0
jgi|Yarlip1|115093|estExt_Genewise1Plus.C_7_t10330	gnl|YARROWIA|G1FV3-27719-MONOMER	100.0	100.0
jgi|Yarlip1|121866|fgenesh1_kg.1_#_848_#_TRINITY_DN4875_c0_g1_i1	gnl|YARROWIA|G1FV3-29877-MONOMER	100.0	100.0
jgi|Yarlip1|115172|estExt_Genewise1Plus.C_7_t10409	gnl|YARROWIA|G1FV3-27676-MONOMER	100.0	100.0
jgi|Yarlip1|121878|fgenesh1_kg.1_#_860_#_TRINITY_DN815_c0_g1_i1	gnl|YARROWIA|G1FV3-29886-MONOMER	100.0	100.0
jgi|Yarlip1|121875|fgenesh1_kg.1_#_857_#_TRINITY_DN881_c0_g1_i1	gnl|YARROWIA|G1FV3-29884-MONOMER	100.0	100.0
jgi|Yarlip1|121873|fgenesh1_kg.1_#_855_#_TRINITY_DN10859_c0_g1_i1	gnl|YARROWIA|G1FV3-29882-MONOMER	100.0	100.0
jgi|Yarlip1|121871|fgenesh1_kg.1_#_853_#_TRINITY_DN1663_c0_g1_i1	gnl|YARROWIA|G1FV3-29881-MONOMER	100.0	100.0
jgi|Yarlip1|121870|fgenesh1_kg.1_#_852_#_TRINITY_DN5528_c0_g1_i1	gnl|YARROWIA|G1FV3-29880-MONOMER	100.0	100.0
jgi|Yarlip1|121869|fgenesh1_kg.1_#_851_#_TRINITY_DN11334_c0_g1_i1	gnl|YARROWIA|G1FV3-29879-MONOMER	100.0	100.0
jgi|Yarlip1|121867|fgenesh1_kg.1_#_849_#_TRINITY_DN531_c0_g1_i1	gnl|YARROWIA|G1FV3-29878-MONOMER	100.0	100.0
jgi|Yarlip1|121821|fgenesh1_kg.1_#_803_#_TRINITY_DN10932_c0_g1_i1	gnl|YARROWIA|G1FV3-29846-MONOMER	100.0	100.0
jgi|Yarlip1|121820|fgenesh1_kg.1_#_802_#_TRINITY_DN3580_c0_g1_i1	gnl|YARROWIA|G1FV3-29845-MONOMER	100.0	100.0
jgi|Yarlip1|121819|fgenesh1_kg.1_#_801_#_TRINITY_DN9913_c0_g1_i1	gnl|YARROWIA|G1FV3-29844-MONOMER	100.0	100.0
jgi|Yarlip1|121755|fgenesh1_kg.1_#_737_#_TRINITY_DN1849_c0_g1_i1	gnl|YARROWIA|G1FV3-29803-MONOMER	100.0	100.0
jgi|Yarlip1|121775|fgenesh1_kg.1_#_757_#_TRINITY_DN1076_c0_g2_i1	gnl|YARROWIA|G1FV3-29816-MONOMER	100.0	100.0
jgi|Yarlip1|121773|fgenesh1_kg.1_#_755_#_TRINITY_DN11304_c0_g1_i1	gnl|YARROWIA|G1FV3-29814-MONOMER	100.0	100.0
jgi|Yarlip1|121769|fgenesh1_kg.1_#_751_#_TRINITY_DN3406_c0_g1_i1	gnl|YARROWIA|G1FV3-29812-MONOMER	100.0	100.0
jgi|Yarlip1|121768|fgenesh1_kg.1_#_750_#_TRINITY_DN8447_c0_g1_i1	gnl|YARROWIA|G1FV3-29811-MONOMER	100.0	100.0
jgi|Yarlip1|121767|fgenesh1_kg.1_#_749_#_TRINITY_DN11148_c0_g1_i1	gnl|YARROWIA|G1FV3-29810-MONOMER	100.0	100.0
jgi|Yarlip1|121765|fgenesh1_kg.1_#_747_#_TRINITY_DN4599_c0_g1_i1	gnl|YARROWIA|G1FV3-29809-MONOMER	100.0	100.0
jgi|Yarlip1|121758|fgenesh1_kg.1_#_740_#_TRINITY_DN2946_c1_g1_i1	gnl|YARROWIA|G1FV3-29805-MONOMER	100.0	100.0
jgi|Yarlip1|121757|fgenesh1_kg.1_#_739_#_TRINITY_DN6196_c0_g1_i1	gnl|YARROWIA|G1FV3-29804-MONOMER	100.0	100.0
jgi|Yarlip1|121752|fgenesh1_kg.1_#_734_#_TRINITY_DN162_c0_g2_i1	gnl|YARROWIA|G1FV3-29802-MONOMER	100.0	100.0
jgi|Yarlip1|121818|fgenesh1_kg.1_#_800_#_TRINITY_DN349_c0_g1_i1	gnl|YARROWIA|G1FV3-29843-MONOMER	100.0	100.0
jgi|Yarlip1|121751|fgenesh1_kg.1_#_733_#_TRINITY_DN2048_c0_g1_i1	gnl|YARROWIA|G1FV3-29801-MONOMER	100.0	100.0
jgi|Yarlip1|121743|fgenesh1_kg.1_#_725_#_TRINITY_DN8282_c0_g1_i1	gnl|YARROWIA|G1FV3-29798-MONOMER	100.0	100.0
jgi|Yarlip1|121742|fgenesh1_kg.1_#_724_#_TRINITY_DN5033_c0_g1_i1	gnl|YARROWIA|G1FV3-29796-MONOMER	100.0	100.0
jgi|Yarlip1|115384|estExt_Genewise1Plus.C_80025	gnl|YARROWIA|G1FV3-30437-MONOMER	100.0	100.0
jgi|Yarlip1|121733|fgenesh1_kg.1_#_715_#_TRINITY_DN2598_c0_g2_i1	gnl|YARROWIA|G1FV3-29794-MONOMER	100.0	100.0
jgi|Yarlip1|121731|fgenesh1_kg.1_#_713_#_TRINITY_DN6280_c0_g1_i1	gnl|YARROWIA|G1FV3-29791-MONOMER	100.0	100.0
jgi|Yarlip1|121730|fgenesh1_kg.1_#_712_#_TRINITY_DN9766_c0_g1_i1	gnl|YARROWIA|G1FV3-29790-MONOMER	100.0	100.0
jgi|Yarlip1|115466|estExt_Genewise1Plus.C_80116	gnl|YARROWIA|G1FV3-30526-MONOMER	100.0	100.0
jgi|Yarlip1|121778|fgenesh1_kg.1_#_760_#_TRINITY_DN5301_c0_g1_i1	gnl|YARROWIA|G1FV3-29818-MONOMER	100.0	100.0
jgi|Yarlip1|115367|estExt_Genewise1Plus.C_80008	gnl|YARROWIA|G1FV3-30424-MONOMER	100.0	100.0
jgi|Yarlip1|121779|fgenesh1_kg.1_#_761_#_TRINITY_DN4668_c0_g1_i1	gnl|YARROWIA|G1FV3-29819-MONOMER	100.0	100.0
jgi|Yarlip1|121784|fgenesh1_kg.1_#_766_#_TRINITY_DN8071_c0_g1_i1	gnl|YARROWIA|G1FV3-29822-MONOMER	100.0	100.0
jgi|Yarlip1|115263|estExt_Genewise1Plus.C_7_t20001	gnl|YARROWIA|G1FV3-27627-MONOMER	100.0	100.0
jgi|Yarlip1|121816|fgenesh1_kg.1_#_798_#_TRINITY_DN3119_c0_g1_i1	gnl|YARROWIA|G1FV3-29842-MONOMER	100.0	100.0
jgi|Yarlip1|121815|fgenesh1_kg.1_#_797_#_TRINITY_DN7806_c0_g1_i1	gnl|YARROWIA|G1FV3-29840-MONOMER	100.0	100.0
jgi|Yarlip1|121812|fgenesh1_kg.1_#_794_#_TRINITY_DN9429_c0_g1_i1	gnl|YARROWIA|G1FV3-29839-MONOMER	100.0	100.0
jgi|Yarlip1|115310|estExt_Genewise1Plus.C_7_t20052	gnl|YARROWIA|G1FV3-27605-MONOMER	100.0	100.0
jgi|Yarlip1|121806|fgenesh1_kg.1_#_788_#_TRINITY_DN2657_c0_g1_i1	gnl|YARROWIA|G1FV3-29837-MONOMER	100.0	100.0
jgi|Yarlip1|121804|fgenesh1_kg.1_#_786_#_TRINITY_DN2802_c2_g1_i1	gnl|YARROWIA|G1FV3-29836-MONOMER	100.0	100.0
jgi|Yarlip1|121801|fgenesh1_kg.1_#_783_#_TRINITY_DN10977_c1_g1_i1	gnl|YARROWIA|G1FV3-29835-MONOMER	100.0	100.0
jgi|Yarlip1|121800|fgenesh1_kg.1_#_782_#_TRINITY_DN7974_c0_g1_i1	gnl|YARROWIA|G1FV3-29834-MONOMER	100.0	100.0
jgi|Yarlip1|121799|fgenesh1_kg.1_#_781_#_TRINITY_DN1099_c0_g1_i1	gnl|YARROWIA|G1FV3-29833-MONOMER	100.0	100.0
jgi|Yarlip1|121795|fgenesh1_kg.1_#_777_#_TRINITY_DN667_c0_g1_i1	gnl|YARROWIA|G1FV3-29830-MONOMER	100.0	100.0
jgi|Yarlip1|121794|fgenesh1_kg.1_#_776_#_TRINITY_DN10906_c0_g1_i1	gnl|YARROWIA|G1FV3-29829-MONOMER	100.0	100.0
jgi|Yarlip1|121793|fgenesh1_kg.1_#_775_#_TRINITY_DN6185_c0_g1_i1	gnl|YARROWIA|G1FV3-29828-MONOMER	100.0	100.0
jgi|Yarlip1|121792|fgenesh1_kg.1_#_774_#_TRINITY_DN2225_c0_g1_i1	gnl|YARROWIA|G1FV3-29827-MONOMER	100.0	100.0
jgi|Yarlip1|121789|fgenesh1_kg.1_#_771_#_TRINITY_DN11377_c0_g1_i1	gnl|YARROWIA|G1FV3-29825-MONOMER	100.0	100.0
jgi|Yarlip1|121788|fgenesh1_kg.1_#_770_#_TRINITY_DN6291_c0_g1_i1	gnl|YARROWIA|G1FV3-29824-MONOMER	100.0	100.0
jgi|Yarlip1|121786|fgenesh1_kg.1_#_768_#_TRINITY_DN4692_c0_g1_i1	gnl|YARROWIA|G1FV3-29823-MONOMER	100.0	100.0
jgi|Yarlip1|121410|fgenesh1_kg.1_#_392_#_TRINITY_DN11288_c0_g1_i1	gnl|YARROWIA|G1FV3-29607-MONOMER	100.0	100.0
jgi|Yarlip1|121409|fgenesh1_kg.1_#_391_#_TRINITY_DN4979_c0_g1_i1	gnl|YARROWIA|G1FV3-29606-MONOMER	100.0	100.0
jgi|Yarlip1|121408|fgenesh1_kg.1_#_390_#_TRINITY_DN1989_c0_g3_i1	gnl|YARROWIA|G1FV3-29605-MONOMER	100.0	100.0
jgi|Yarlip1|121064|fgenesh1_kg.1_#_46_#_TRINITY_DN1884_c1_g1_i1	gnl|YARROWIA|G1FV3-29398-MONOMER	100.0	100.0
jgi|Yarlip1|121107|fgenesh1_kg.1_#_89_#_TRINITY_DN3442_c0_g1_i1	gnl|YARROWIA|G1FV3-29422-MONOMER	100.0	100.0
