#proteinId	iprId	iprDesc	domainDb	domainId	domainDesc	numHits	domainStarts	domainEnds	score
124053	IPR029060	PIN domain-like	SUPERFAMILY	SSF88723	\N	2	3,794,	99,915,	3.92E-58,3.92E-58
124059	IPR011701	Major facilitator superfamily	HMMPfam	PF07690	Major Facilitator Superfamily	1	74,	471,	1.5E-49
124059	IPR001411	Tetracycline resistance protein TetB/drug resistance transporter	PRINTS	PR01036	Tetracycline resistance protein TetB signature	4	72,162,192,462,	96,182,216,481,	6.0E-7,6.0E-7,6.0E-7,6.0E-7
124059	IPR020846	Major facilitator superfamily domain	ProSiteProfiles	PS50850	Major facilitator superfamily (MFS) profile.	1	69,	554,	27.733
124059	IPR020846	Major facilitator superfamily domain	SUPERFAMILY	SSF103473	\N	3	58,309,526,	249,481,550,	9.42E-66,9.42E-66,9.42E-66
124062	IPR001382	Glycoside hydrolase, family 47	HMMPfam	PF01532	Glycosyl hydrolase family 47	1	171,	773,	4.2E-159
124062	IPR001382	Glycoside hydrolase, family 47	PRINTS	PR00747	Glycosyl hydrolase family 47 signature	4	170,203,413,485,	190,217,430,501,	1.2E-22,1.2E-22,1.2E-22,1.2E-22
124062	IPR001382	Glycoside hydrolase, family 47	SUPERFAMILY	SSF48225	\N	3	159,410,657,	373,550,773,	2.49E-155,2.49E-155,2.49E-155
124063	IPR000182	GNAT domain	HMMPfam	PF00583	Acetyltransferase (GNAT) family	1	92,	170,	2.7E-12
124063	IPR000182	GNAT domain	ProSiteProfiles	PS51186	Gcn5-related N-acetyltransferase (GNAT) domain profile.	1	38,	186,	17.251
124063	IPR016181	Acyl-CoA N-acyltransferase	SUPERFAMILY	SSF55729	\N	1	34,	178,	1.95E-26
124064	IPR004328	BRO1 domain	HMMPfam	PF03097	BRO1-like domain	1	3,	385,	1.1E-107
124064	IPR025304	ALIX V-shaped domain	HMMPfam	PF13949	ALIX V-shaped domain binding to HIV	1	415,	721,	2.6E-69
124064	IPR004328	BRO1 domain	ProSiteProfiles	PS51180	BRO1 domain profile.	1	3,	398,	81.444
124064	IPR004328	BRO1 domain	SMART	SM01041	BRO1-like domain	1	3,	388,	8.8E-138
124065	IPR005828	General substrate transporter	HMMPfam	PF00083	Sugar (and other) transporter	1	4,	290,	1.1E-22
124065	IPR020846	Major facilitator superfamily domain	ProSiteProfiles	PS50850	Major facilitator superfamily (MFS) profile.	1	1,	298,	18.396
124065	IPR020846	Major facilitator superfamily domain	SUPERFAMILY	SSF103473	\N	1	3,	302,	1.19E-41
124066	IPR021786	Domain of unknown function DUF3351	HMMPfam	PF11831	pre-mRNA splicing factor component	1	402,	585,	1.1E-26
124066	\N	\N	HMMPfam	PF13921	Myb-like DNA-binding domain	1	9,	69,	9.4E-14
124066	IPR017930	Myb domain	ProSiteProfiles	PS51294	Myb-type HTH DNA-binding domain profile.	2	1,57,	56,106,	21.955,12.285
124066	IPR001005	SANT/Myb domain	SMART	SM00717	SANT  SWI3, ADA2, N-CoR and TFIIIB'' DNA-binding domains	2	5,57,	54,104,	4.0E-15,1.9E-10
124066	IPR009057	Homeodomain-like	SUPERFAMILY	SSF46689	\N	1	32,	103,	9.71E-19
124070	IPR003734	Protein of unknown function DUF155	HMMPfam	PF02582	Uncharacterised ACR, YagE family COG1723	1	100,	298,	3.5E-47
124076	IPR021346	Translation machinery-associated protein 16	HMMPfam	PF11176	Protein of unknown function (DUF2962)	1	10,	162,	1.4E-45
124079	IPR000555	JAB1/MPN/MOV34 metalloenzyme domain	HMMPfam	PF01398	JAB1/Mov34/MPN/PAD-1 ubiquitin protease	1	25,	135,	9.2E-27
124079	IPR024969	Rpn11/EIF3F C-terminal domain	HMMPfam	PF13012	Maintenance of mitochondrial structure and function	1	183,	311,	6.2E-40
124079	IPR000555	JAB1/MPN/MOV34 metalloenzyme domain	SMART	SM00232	JAB/MPN domain	1	27,	161,	2.2E-30
124080	IPR004130	GPN-loop GTPase	HMMPfam	PF03029	Conserved hypothetical ATP binding protein	1	6,	254,	9.2E-76
124080	IPR027417	P-loop containing nucleoside triphosphate hydrolase	SUPERFAMILY	SSF52540	\N	1	5,	254,	6.7E-41
124081	IPR001734	Sodium/solute symporter	HMMPfam	PF00474	Sodium:solute symporter family	1	43,	401,	3.6E-9
124081	IPR001734	Sodium/solute symporter	ProSiteProfiles	PS50283	Sodium:solute symporter family profile.	1	11,	451,	20.662
124083	IPR004226	Tubulin binding cofactor A	HMMPfam	PF02970	Tubulin binding cofactor A	1	4,	92,	1.5E-28
124083	IPR004226	Tubulin binding cofactor A	SUPERFAMILY	SSF46988	\N	1	2,	97,	4.05E-27
124085	IPR004127	Prefoldin alpha-like	HMMPfam	PF02996	Prefoldin subunit	1	4,	101,	1.0E-10
124085	IPR024325	Domain of unknown function DUF3835	HMMPfam	PF12927	Domain of unknown function (DUF3835)	2	509,771,	557,851,	0.0036,8.7E-22
124085	IPR009053	Prefoldin	SUPERFAMILY	SSF46579	\N	1	3,	102,	7.32E-12
124086	IPR005135	Endonuclease/exonuclease/phosphatase	HMMPfam	PF03372	Endonuclease/Exonuclease/phosphatase family	1	973,	1278,	1.9E-24
124086	IPR000300	Inositol polyphosphate-related phosphatase	SMART	SM00128	Inositol polyphosphate phosphatase, catalytic domain homologues	1	966,	1293,	5.7E-81
124086	IPR017986	WD40-repeat-containing domain	SUPERFAMILY	SSF50978	\N	2	665,837,	774,944,	9.61E-20,9.61E-20
124086	IPR005135	Endonuclease/exonuclease/phosphatase	SUPERFAMILY	SSF56219	\N	1	950,	1310,	1.57E-59
124089	IPR001763	Rhodanese-like domain	HMMPfam	PF00581	Rhodanese-like domain	1	31,	128,	1.3E-9
124089	IPR001763	Rhodanese-like domain	ProSiteProfiles	PS50206	Rhodanese domain profile.	1	36,	136,	12.29
124089	IPR001763	Rhodanese-like domain	SMART	SM00450	Rhodanese Homology Domain	1	26,	133,	1.5E-7
124089	IPR001763	Rhodanese-like domain	SUPERFAMILY	SSF52821	\N	1	13,	133,	1.83E-20
124096	IPR000109	Proton-dependent oligopeptide transporter family	HMMPfam	PF00854	POT family	1	242,	642,	7.2E-49
124096	IPR018456	PTR2 family proton/oligopeptide symporter, conserved site	ProSitePatterns	PS01022	PTR2 family proton/oligopeptide symporters signature 1.	1	231,	255,	-
124096	IPR020846	Major facilitator superfamily domain	SUPERFAMILY	SSF103473	\N	2	190,474,	393,683,	1.28E-11,1.28E-11
124099	IPR000109	Proton-dependent oligopeptide transporter family	HMMPfam	PF00854	POT family	1	154,	524,	1.3E-53
124099	IPR018456	PTR2 family proton/oligopeptide symporter, conserved site	ProSitePatterns	PS01023	PTR2 family proton/oligopeptide symporters signature 2.	1	243,	255,	-
124099	IPR020846	Major facilitator superfamily domain	SUPERFAMILY	SSF103473	\N	3	79,328,475,	299,443,569,	3.53E-12,3.53E-12,3.53E-12
124102	IPR000719	Protein kinase domain	HMMPfam	PF00069	Protein kinase domain	1	39,	261,	1.2E-52
124102	IPR008271	Serine/threonine-protein kinase, active site	ProSitePatterns	PS00108	Serine/Threonine protein kinases active-site signature.	1	158,	170,	-
124102	IPR000719	Protein kinase domain	ProSiteProfiles	PS50011	Protein kinase domain profile.	1	39,	302,	33.969
124102	IPR002290	Serine/threonine/dual specificity protein kinase, catalytic  domain	SMART	SM00220	Serine/Threonine protein kinases, catalytic domain	1	39,	280,	1.9E-64
124102	IPR011009	Protein kinase-like domain	SUPERFAMILY	SSF56112	\N	1	32,	296,	1.35E-67
124103	IPR000719	Protein kinase domain	HMMPfam	PF00069	Protein kinase domain	1	58,	310,	2.3E-68
124103	IPR017441	Protein kinase, ATP binding site	ProSitePatterns	PS00107	Protein kinases ATP-binding region signature.	1	64,	88,	-
124103	IPR000719	Protein kinase domain	ProSiteProfiles	PS50011	Protein kinase domain profile.	1	58,	310,	50.393
124103	IPR002290	Serine/threonine/dual specificity protein kinase, catalytic  domain	SMART	SM00220	Serine/Threonine protein kinases, catalytic domain	1	58,	310,	8.3E-96
124103	IPR011009	Protein kinase-like domain	SUPERFAMILY	SSF56112	\N	1	50,	317,	2.43E-87
124105	IPR006886	DNA-directed RNA polymerase III subunit Rpc5	HMMPfam	PF04801	Sin-like protein conserved region	1	31,	251,	1.4E-29
124111	IPR019327	Protein of unknown function DUF2373	HMMPfam	PF10180	Uncharacterised conserved protein (DUF2373)	1	62,	125,	2.6E-20
124124	IPR001357	BRCT domain	HMMPfam	PF00533	BRCA1 C Terminus (BRCT) domain	1	49,	122,	4.1E-5
124124	IPR001357	BRCT domain	ProSiteProfiles	PS50172	BRCT domain profile.	1	48,	135,	15.231
124124	IPR001357	BRCT domain	SMART	SM00292	breast cancer carboxy-terminal domain	1	50,	125,	0.0011
124124	IPR001357	BRCT domain	SUPERFAMILY	SSF52113	\N	1	38,	135,	2.04E-16
124126	IPR001171	Ergosterol biosynthesis ERG4/ERG24	HMMPfam	PF01222	Ergosterol biosynthesis ERG4/ERG24 family	1	34,	470,	1.3E-147
124126	IPR018083	Sterol reductase, conserved site	ProSitePatterns	PS01017	Sterol reductase family signature 1.	1	203,	218,	-
124128	IPR002921	Fungal lipase-like domain	HMMPfam	PF01764	Lipase (class 3)	1	104,	266,	3.0E-30
124128	IPR029058	Alpha/Beta hydrolase fold	SUPERFAMILY	SSF53474	\N	1	32,	323,	7.78E-46
124130	IPR011021	Arrestin-like, N-terminal	HMMPfam	PF00339	Arrestin (or S-antigen), N-terminal domain	2	26,244,	78,340,	4.7E-5,2.0E-6
124130	IPR011022	Arrestin C-terminal-like domain	SMART	SM01017	Arrestin (or S-antigen), C-terminal domain	1	362,	505,	4.7E-8
124132	IPR001465	Malate synthase	HMMPfam	PF01274	Malate synthase	1	19,	528,	4.7E-187
124132	IPR006252	Malate synthase A	PIRSF	PIRSF001363	\N	1	4,	530,	535.0
124132	IPR019830	Malate synthase, conserved site	ProSitePatterns	PS00510	Malate synthase signature.	1	280,	295,	-
124132	IPR011076	Malate synthase-like	SUPERFAMILY	SSF51645	\N	1	20,	529,	3.01E-172
124132	IPR006252	Malate synthase A	TIGRFAM	TIGR01344	malate_syn_A: malate synthase A	1	24,	525,	5.1E-205
124134	IPR007177	Domain of unknown function DUF367	HMMPfam	PF04034	Domain of unknown function (DUF367)	1	65,	191,	2.9E-53
124134	IPR007209	RNase L inhibitor RLI, possible metal-binding domain	HMMPfam	PF04068	Possible Fer4-like domain in RNase L inhibitor, RLI	1	28,	61,	5.7E-13
124136	IPR028143	GET complex subunit Get2/sif1	HMMPfam	PF08690	GET complex subunit GET2	1	2,	178,	6.7E-5
124140	IPR019401	Zinc finger, CHCC-type	HMMPfam	PF10276	Zinc-finger domain	1	92,	132,	1.9E-12
124142	IPR003689	Zinc/iron permease	HMMPfam	PF02535	ZIP Zinc transporter	1	6,	282,	2.4E-31
124143	IPR013268	U3 snoRNA associated	HMMPfam	PF08297	U3 snoRNA associated	1	192,	272,	3.2E-10
124144	\N	\N	HMMPfam	PF13561	Enoyl-(Acyl carrier protein) reductase	1	89,	322,	7.2E-29
124144	IPR002198	Short-chain dehydrogenase/reductase SDR	PRINTS	PR00080	Short-chain dehydrogenase/reductase (SDR) superfamily signature	3	156,221,233,	167,229,252,	4.2E-9,4.2E-9,4.2E-9
124144	IPR002347	Glucose/ribitol dehydrogenase	PRINTS	PR00081	Glucose/ribitol dehydrogenase family signature	6	82,156,205,233,253,286,	99,167,221,252,270,306,	1.2E-36,1.2E-36,1.2E-36,1.2E-36,1.2E-36,1.2E-36
124144	IPR020904	Short-chain dehydrogenase/reductase, conserved site	ProSitePatterns	PS00061	Short-chain dehydrogenases/reductases family signature.	1	220,	248,	-
124144	\N	\N	SUPERFAMILY	SSF51735	\N	1	76,	324,	5.18E-70
124148	\N	\N	HMMPfam	PF09335	SNARE associated Golgi protein	1	91,	206,	3.0E-12
124149	IPR012135	Dihydroorotate dehydrogenase, class 1/ 2	HMMPfam	PF01180	Dihydroorotate dehydrogenase	1	129,	434,	7.6E-94
124149	IPR001295	Dihydroorotate dehydrogenase, conserved site	ProSitePatterns	PS00911	Dihydroorotate dehydrogenase signature 1.	1	157,	176,	-
124149	IPR001295	Dihydroorotate dehydrogenase, conserved site	ProSitePatterns	PS00912	Dihydroorotate dehydrogenase signature 2.	1	386,	406,	-
124149	\N	\N	SUPERFAMILY	SSF51395	\N	1	74,	434,	6.41E-85
124149	IPR005719	Dihydroorotate dehydrogenase, class 2	TIGRFAM	TIGR01036	pyrD_sub2: dihydroorotate dehydrogenase (fumarate)	1	83,	440,	3.4E-100
124158	IPR001781	Zinc finger, LIM-type	HMMPfam	PF00412	LIM domain	2	447,512,	506,568,	3.1E-10,2.6E-8
124158	IPR001781	Zinc finger, LIM-type	ProSitePatterns	PS00478	LIM zinc-binding domain signature.	2	447,512,	483,551,	-,-
124158	IPR001781	Zinc finger, LIM-type	ProSiteProfiles	PS50023	LIM domain profile.	2	445,511,	510,575,	12.533,7.742
124158	IPR001781	Zinc finger, LIM-type	SMART	SM00132	Zinc-binding domain present in Lin-11, Isl-1, Mec-3.	2	446,511,	503,568,	5.8E-7,1.6E-7
124158	\N	\N	SUPERFAMILY	SSF57716	\N	1	475,	547,	2.61E-8
124166	IPR002013	SAC domain	HMMPfam	PF02383	SacI homology domain	1	45,	338,	2.0E-83
124166	IPR002013	SAC domain	ProSiteProfiles	PS50275	Sac phosphatase domain profile.	1	103,	445,	66.771
124167	IPR001173	Glycosyltransferase 2-like	HMMPfam	PF00535	Glycosyl transferase family 2	1	76,	249,	7.3E-29
124167	IPR029044	Nucleotide-diphospho-sugar transferases	SUPERFAMILY	SSF53448	\N	1	72,	289,	6.03E-41
124168	IPR004886	Glucanosyltransferase	HMMPfam	PF03198	Glucanosyltransferase	1	16,	326,	3.8E-142
124168	IPR012946	X8 domain	HMMPfam	PF07983	X8 domain	1	376,	451,	3.8E-23
124168	IPR012946	X8 domain	SMART	SM00768	Possibly involved in carbohydrate binding	1	375,	465,	4.6E-27
124168	IPR017853	Glycoside hydrolase superfamily	SUPERFAMILY	SSF51445	\N	1	24,	324,	3.74E-56
124170	IPR002198	Short-chain dehydrogenase/reductase SDR	HMMPfam	PF00106	short chain dehydrogenase	1	55,	203,	1.1E-17
124170	\N	\N	SUPERFAMILY	SSF51735	\N	1	51,	278,	1.74E-37
124171	IPR013886	PI31 proteasome regulator	HMMPfam	PF08577	PI31 proteasome regulator	1	240,	304,	4.9E-8
124173	IPR014044	CAP domain	HMMPfam	PF00188	Cysteine-rich secretory protein family	1	182,	290,	1.4E-19
124173	IPR001283	Cysteine-rich  secretory protein, allergen V5/Tpx-1-related	PRINTS	PR00837	Allergen V5/Tpx-1 family signature	4	194,236,258,285,	212,249,274,298,	3.1E-15,3.1E-15,3.1E-15,3.1E-15
124173	IPR018244	Allergen V5/Tpx-1-related, conserved site	ProSitePatterns	PS01009	CRISP family signature 1.	1	259,	269,	-
124173	IPR014044	CAP domain	SMART	SM00198	SCP / Tpx-1 / Ag5 / PR-1 / Sc7 family of extracellular domains.	1	173,	298,	1.7E-39
124173	IPR014044	CAP domain	SUPERFAMILY	SSF55797	\N	1	172,	303,	4.58E-41
124179	IPR001138	Zn(2)-C6 fungal-type DNA-binding domain	HMMPfam	PF00172	Fungal Zn(2)-Cys(6) binuclear cluster domain	1	22,	52,	1.7E-8
124179	IPR021858	Protein of unknown function DUF3468	HMMPfam	PF11951	Fungal specific transcription factor domain	1	263,	612,	2.1E-19
124179	IPR001138	Zn(2)-C6 fungal-type DNA-binding domain	ProSitePatterns	PS00463	Zn(2)-C6 fungal-type DNA-binding domain signature.	1	23,	51,	-
124179	IPR001138	Zn(2)-C6 fungal-type DNA-binding domain	ProSiteProfiles	PS50048	Zn(2)-C6 fungal-type DNA-binding domain profile.	1	23,	53,	10.898
124179	IPR001138	Zn(2)-C6 fungal-type DNA-binding domain	SMART	SM00066	GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain	1	18,	62,	9.6E-12
124179	IPR001138	Zn(2)-C6 fungal-type DNA-binding domain	SUPERFAMILY	SSF57701	\N	1	15,	57,	5.76E-11
124179	\N	\N	SUPERFAMILY	SSF81995	\N	1	97,	187,	6.54E-7
124184	IPR005804	Fatty acid desaturase, type 1	HMMPfam	PF00487	Fatty acid desaturase	1	93,	339,	2.4E-29
124184	IPR013866	Sphingolipid delta4-desaturase, N-terminal	HMMPfam	PF08557	Sphingolipid Delta4-desaturase (DES)	1	31,	68,	3.3E-20
124184	IPR011388	Sphingolipid delta4-desaturase	PIRSF	PIRSF017228	\N	1	10,	380,	324.0
124185	IPR000594	UBA/THIF-type NAD/FAD binding fold	HMMPfam	PF00899	ThiF family	1	24,	156,	4.6E-38
124185	IPR000127	Ubiquitin-activating enzyme repeat	HMMPfam	PF02134	Repeat in ubiquitin-activating (UBA) protein	1	331,	395,	8.3E-24
124185	IPR019572	Ubiquitin-activating enzyme	HMMPfam	PF10585	Ubiquitin-activating enzyme active site	1	162,	207,	3.8E-18
124185	IPR028077	Ubiquitin/SUMO-activating enzyme ubiquitin-like domain	HMMPfam	PF14732	Ubiquitin/SUMO-activating enzyme ubiquitin-like domain	1	436,	518,	1.8E-14
124185	IPR030661	SUMO-activating enzyme subunit SAE2/Uba2	PIRSF	PIRSF039133	\N	1	1,	600,	570.0
124185	IPR018074	Ubiquitin-activating enzyme, E1, active site	ProSitePatterns	PS00865	Ubiquitin-activating enzyme active site.	1	179,	187,	-
124185	IPR009036	Molybdenum cofactor biosynthesis, MoeB	SUPERFAMILY	SSF69572	\N	2	5,330,	211,502,	3.53E-99,3.53E-99
124186	IPR001173	Glycosyltransferase 2-like	HMMPfam	PF00535	Glycosyl transferase family 2	1	7,	176,	1.1E-34
124186	IPR029044	Nucleotide-diphospho-sugar transferases	SUPERFAMILY	SSF53448	\N	1	4,	229,	7.32E-49
124196	IPR004839	Aminotransferase, class I/classII	HMMPfam	PF00155	Aminotransferase class I and II	1	110,	478,	2.7E-36
124196	IPR015424	Pyridoxal phosphate-dependent transferase	SUPERFAMILY	SSF53383	\N	1	30,	495,	1.93E-67
124198	IPR022127	Protein of unknown function DUF3661, vaculolar transmembrane	HMMPfam	PF12400	Vaculolar membrane protein	1	89,	213,	6.5E-42
124201	IPR000182	GNAT domain	HMMPfam	PF13302	Acetyltransferase (GNAT) domain	1	11,	167,	8.9E-17
124201	IPR016181	Acyl-CoA N-acyltransferase	SUPERFAMILY	SSF55729	\N	1	7,	170,	7.46E-21
124203	IPR002013	SAC domain	HMMPfam	PF02383	SacI homology domain	1	91,	441,	1.9E-89
124203	IPR005135	Endonuclease/exonuclease/phosphatase	HMMPfam	PF03372	Endonuclease/Exonuclease/phosphatase family	1	626,	913,	4.7E-22
124203	IPR002013	SAC domain	ProSiteProfiles	PS50275	Sac phosphatase domain profile.	1	171,	536,	70.442
124203	IPR000300	Inositol polyphosphate-related phosphatase	SMART	SM00128	Inositol polyphosphate phosphatase, catalytic domain homologues	1	618,	928,	7.0E-118
124203	IPR005135	Endonuclease/exonuclease/phosphatase	SUPERFAMILY	SSF56219	\N	1	596,	938,	1.31E-69
124205	IPR001680	WD40 repeat	HMMPfam	PF00400	WD domain, G-beta repeat	3	18,60,198,	48,92,236,	1.6E-4,6.6E-5,7.8E-6
124205	IPR021772	Protein of unknown function DUF3337	HMMPfam	PF11816	Domain of unknown function (DUF3337)	1	568,	820,	1.4E-33
124205	IPR020472	G-protein beta WD-40 repeat	PRINTS	PR00320	G protein beta WD-40 repeat signature	3	80,123,223,	94,137,237,	2.4E-5,2.4E-5,2.4E-5
124205	IPR019775	WD40 repeat, conserved site	ProSitePatterns	PS00678	Trp-Asp (WD) repeats signature.	2	123,223,	137,237,	-,-
124205	IPR001680	WD40 repeat	ProSiteProfiles	PS50082	Trp-Asp (WD) repeats profile.	3	18,61,200,	57,102,245,	9.239,9.74,12.113
124205	IPR017986	WD40-repeat-containing domain	ProSiteProfiles	PS50294	Trp-Asp (WD) repeats circular profile.	1	18,	286,	27.289
124205	IPR001680	WD40 repeat	SMART	SM00320	WD40 repeats	6	5,54,94,151,193,239,	48,93,136,189,236,277,	4.2E-4,0.0018,1.0,0.11,0.0013,5.8
124205	IPR017986	WD40-repeat-containing domain	SUPERFAMILY	SSF50978	\N	1	17,	318,	1.41E-43
124206	IPR000783	RNA polymerase, subunit H/Rpb5 C-terminal	HMMPfam	PF01191	RNA polymerase Rpb5, C-terminal domain	1	139,	211,	2.9E-31
124206	IPR005571	RNA polymerase, Rpb5, N-terminal	HMMPfam	PF03871	RNA polymerase Rpb5, N-terminal domain	1	2,	97,	6.3E-29
124206	IPR014381	DNA-directed RNA polymerase RPB5 subunit, eukaryote/virus	PIRSF	PIRSF000747	\N	1	1,	212,	209.0
124206	IPR020608	RNA polymerase, subunit H/Rpb5, conserved site	ProSitePatterns	PS01110	RNA polymerases H / 23 Kd subunits signature.	1	144,	157,	-
124206	IPR005571	RNA polymerase, Rpb5, N-terminal	SUPERFAMILY	SSF53036	\N	1	4,	140,	5.62E-45
124206	IPR000783	RNA polymerase, subunit H/Rpb5 C-terminal	SUPERFAMILY	SSF55287	\N	1	137,	211,	8.24E-28
124209	IPR002734	Bacterial bifunctional deaminase-reductase, C-terminal	HMMPfam	PF01872	RibD C-terminal domain	1	29,	219,	1.1E-35
124209	IPR024072	Dihydrofolate reductase-like domain	SUPERFAMILY	SSF53597	\N	1	29,	220,	5.5E-35
124214	IPR002777	Prefoldin beta-like	HMMPfam	PF01920	Prefoldin subunit	1	12,	114,	2.1E-22
124214	IPR009053	Prefoldin	SUPERFAMILY	SSF46579	\N	1	10,	108,	4.84E-22
124216	IPR005013	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit WBP1	HMMPfam	PF03345	Oligosaccharyltransferase 48 kDa subunit beta	1	26,	431,	1.6E-144
124229	IPR004923	Iron permease FTR1/Fip1/EfeU	HMMPfam	PF03239	Iron permease FTR1 family	1	7,	360,	4.3E-88
124235	\N	\N	SUPERFAMILY	SSF54928	\N	1	185,	244,	7.58E-5
124241	IPR001247	Exoribonuclease, phosphorolytic domain 1	HMMPfam	PF01138	3' exoribonuclease family, domain 1	1	21,	151,	1.0E-32
124241	IPR020568	Ribosomal protein S5 domain 2-type fold	SUPERFAMILY	SSF54211	\N	1	9,	177,	1.77E-38
124241	IPR015847	Exoribonuclease, phosphorolytic domain 2	SUPERFAMILY	SSF55666	\N	1	151,	238,	4.35E-17
124246	\N	\N	HMMPfam	PF13513	HEAT-like repeat	1	209,	263,	1.9E-5
124246	IPR016024	Armadillo-type fold	SUPERFAMILY	SSF48371	\N	4	10,498,694,827,	462,593,764,855,	2.19E-58,2.19E-58,2.19E-58,2.19E-58
124247	IPR001950	Translation initiation factor SUI1	HMMPfam	PF01253	Translation initiation factor SUI1	1	91,	170,	1.6E-17
124247	IPR001950	Translation initiation factor SUI1	ProSiteProfiles	PS50296	Translation initiation factor SUI1 family profile.	1	96,	167,	18.962
124247	IPR001950	Translation initiation factor SUI1	SUPERFAMILY	SSF55159	\N	2	18,88,	52,167,	5.89E-28,5.89E-28
124247	IPR005873	Density-regulated protein DRP1	TIGRFAM	TIGR01159	DRP1: density-regulated protein DRP1	1	6,	178,	1.2E-48
124250	IPR004217	Tim10/DDP family zinc finger	HMMPfam	PF02953	Tim10/DDP family zinc finger	1	11,	72,	2.1E-21
124250	IPR004217	Tim10/DDP family zinc finger	SUPERFAMILY	SSF144122	\N	1	19,	79,	5.23E-17
124254	IPR001138	Zn(2)-C6 fungal-type DNA-binding domain	HMMPfam	PF00172	Fungal Zn(2)-Cys(6) binuclear cluster domain	1	16,	48,	2.2E-5
124254	IPR021858	Protein of unknown function DUF3468	HMMPfam	PF11951	Fungal specific transcription factor domain	1	283,	692,	3.5E-39
124254	IPR001138	Zn(2)-C6 fungal-type DNA-binding domain	ProSiteProfiles	PS50048	Zn(2)-C6 fungal-type DNA-binding domain profile.	1	16,	46,	9.809
124254	IPR001138	Zn(2)-C6 fungal-type DNA-binding domain	SMART	SM00066	GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain	1	11,	55,	1.6E-7
124254	IPR001138	Zn(2)-C6 fungal-type DNA-binding domain	SUPERFAMILY	SSF57701	\N	1	6,	54,	1.83E-9
124255	IPR001279	Beta-lactamase-like	HMMPfam	PF00753	Metallo-beta-lactamase superfamily	1	51,	219,	2.4E-27
124255	IPR001279	Beta-lactamase-like	SMART	SM00849	Metallo-beta-lactamase superfamily	1	54,	219,	2.4E-38
124255	IPR001279	Beta-lactamase-like	SUPERFAMILY	SSF56281	\N	1	46,	297,	1.25E-60
124260	IPR000571	Zinc finger, CCCH-type	HMMPfam	PF00642	Zinc finger C-x8-C-x5-C-x3-H type (and similar)	1	94,	118,	2.8E-7
124260	IPR000571	Zinc finger, CCCH-type	ProSiteProfiles	PS50103	Zinc finger C3H1-type profile.	2	93,164,	120,202,	16.004,12.051
124260	IPR000571	Zinc finger, CCCH-type	SMART	SM00356	zinc finger	2	93,166,	119,201,	2.0E-7,1.7
124260	\N	\N	SUPERFAMILY	SSF90229	\N	1	93,	118,	9.81E-7
124262	IPR001932	Protein phosphatase 2C (PP2C)-like domain	HMMPfam	PF00481	Protein phosphatase 2C	1	126,	392,	9.5E-38
124262	IPR001932	Protein phosphatase 2C (PP2C)-like domain	SMART	SM00332	Serine/threonine phosphatases, family 2C, catalytic domain	1	88,	490,	8.4E-58
124262	IPR001932	Protein phosphatase 2C (PP2C)-like domain	SUPERFAMILY	SSF81606	\N	2	131,447,	392,494,	9.16E-49,9.16E-49
124263	IPR001509	NAD-dependent epimerase/dehydratase, N-terminal domain	HMMPfam	PF01370	NAD dependent epimerase/dehydratase family	1	8,	260,	4.3E-16
124263	\N	\N	SUPERFAMILY	SSF51735	\N	1	5,	339,	2.33E-51
124267	\N	\N	SUPERFAMILY	SSF51905	\N	8	4,4,167,251,254,306,502,555,	50,25,220,459,272,361,519,583,	1.73E-7,8.01E-5,1.73E-7,8.01E-5,1.73E-7,1.73E-7,8.01E-5,8.01E-5
124275	IPR013947	Mediator complex, subunit Med14	HMMPfam	PF08638	Mediator complex subunit MED14	1	12,	202,	3.5E-62
124278	IPR008011	Complex 1 LYR protein	HMMPfam	PF13232	Complex1_LYR-like	1	15,	73,	1.0E-5
124279	IPR012901	N2227-like	HMMPfam	PF07942	N2227-like protein	1	126,	383,	3.0E-86
124279	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase	SUPERFAMILY	SSF53335	\N	2	161,257,	220,383,	3.29E-14,3.29E-14
124281	IPR001117	Multicopper oxidase, type 1	HMMPfam	PF00394	Multicopper oxidase	1	164,	309,	1.2E-29
124281	IPR011706	Multicopper oxidase, type 2	HMMPfam	PF07731	Multicopper oxidase	1	387,	526,	1.3E-38
124281	IPR011707	Multicopper oxidase, type 3	HMMPfam	PF07732	Multicopper oxidase	1	34,	153,	4.2E-38
124281	IPR002355	Multicopper oxidase, copper-binding site	ProSitePatterns	PS00079	Multicopper oxidases signature 1.	2	127,501,	147,521,	-,-
124281	IPR002355	Multicopper oxidase, copper-binding site	ProSitePatterns	PS00080	Multicopper oxidases signature 2.	1	506,	517,	-
124281	IPR008972	Cupredoxin	SUPERFAMILY	SSF49503	\N	3	18,159,356,	175,362,558,	1.48E-36,1.19E-34,9.44E-41
124286	IPR004923	Iron permease FTR1/Fip1/EfeU	HMMPfam	PF03239	Iron permease FTR1 family	1	8,	321,	2.3E-88
124290	IPR000795	Elongation factor, GTP-binding domain	HMMPfam	PF00009	Elongation factor Tu GTP binding domain	1	57,	334,	6.6E-58
124290	IPR000640	Translation elongation factor EFG, V domain	HMMPfam	PF00679	Elongation factor G C-terminus	1	662,	748,	2.0E-20
