#proteinId	gotermId	goName	gotermType	goAcc
548	2623	serine carboxypeptidase activity	molecular_function	GO:0004185
127355	19152	post-translational protein modification	biological_process	GO:0043687
127355	24495	regulation of protein metabolic process	biological_process	GO:0051246
127355	3200	ubiquitin-protein ligase activity	molecular_function	GO:0004842
127355	24685	regulation of ubiquitin-protein ligase activity	biological_process	GO:0051438
127355	24687	regulation of ubiquitin-protein ligase activity during meiotic cell cycle	biological_process	GO:0051440
127355	24690	positive regulation of ubiquitin-protein ligase activity	biological_process	GO:0051443
127355	24691	negative regulation of ubiquitin-protein ligase activity	biological_process	GO:0051444
127356	9988	phosphoric monoester hydrolase activity	molecular_function	GO:0016791
127356	3087	phosphoprotein phosphatase activity	molecular_function	GO:0004721
127356	3089	calcium-dependent protein serine/threonine phosphatase activity	molecular_function	GO:0004723
127356	3090	magnesium-dependent protein serine/threonine phosphatase activity	molecular_function	GO:0004724
127356	4132	magnesium-dependent protein serine/threonine phosphatase complex	cellular_component	GO:0005963
127356	6080	CTD phosphatase activity	molecular_function	GO:0008420
127356	6240	calcium-dependent protein serine/threonine phosphatase regulator activity	molecular_function	GO:0008597
127356	10186	myosin phosphatase activity	molecular_function	GO:0017018
127356	10187	myosin phosphatase regulator activity	molecular_function	GO:0017020
127356	10190	myosin phosphatase complex	cellular_component	GO:0017023
127359	6284	amino acid biosynthetic process	biological_process	GO:0008652
127359	2514	aspartate kinase activity	molecular_function	GO:0004072
127359	6667	biosynthetic process	biological_process	GO:0009058
127374	3737	GTP binding	molecular_function	GO:0005525
127378	3737	GTP binding	molecular_function	GO:0005525
127378	2378	GTPase activity	molecular_function	GO:0003924
127378	24058	hydrolase activity, acting on acid anhydrides, acting on GTP, involved in cellular and subcellular movement	molecular_function	GO:0050800
127385	3546	transporter activity	molecular_function	GO:0005215
127385	4927	transport	biological_process	GO:0006810
127385	9321	integral to membrane	cellular_component	GO:0016021
127390	3052	protein kinase CK2 activity	molecular_function	GO:0004682
127396	13917	heat shock protein binding	molecular_function	GO:0031072
127398	3736	ATP binding	molecular_function	GO:0005524
127398	3891	chromosome	cellular_component	GO:0005694
127398	4420	DNA metabolic process	biological_process	GO:0006259
127398	3727	protein binding	molecular_function	GO:0005515
127398	24525	chromosome organization and biogenesis	biological_process	GO:0051276
127405	6505	glycerophosphodiester phosphodiesterase activity	molecular_function	GO:0008889
127407	2378	GTPase activity	molecular_function	GO:0003924
127407	3737	GTP binding	molecular_function	GO:0005525
127411	4930	potassium ion transport	biological_process	GO:0006813
127411	9321	integral to membrane	cellular_component	GO:0016021
127411	247	C-3 sterol dehydrogenase (C-4 sterol decarboxylase) activity	molecular_function	GO:0000252
127411	248	3-keto sterol reductase activity	molecular_function	GO:0000253
127411	2477	aldo-keto reductase activity	molecular_function	GO:0004033
127411	2842	isocitrate dehydrogenase activity	molecular_function	GO:0004448
127411	2886	mevaldate reductase activity	molecular_function	GO:0004495
127411	6491	gluconate dehydrogenase activity	molecular_function	GO:0008875
127411	9508	steroid dehydrogenase activity	molecular_function	GO:0016229
127411	10761	epoxide dehydrogenase activity	molecular_function	GO:0018451
127411	10762	5-exo-hydroxycamphor dehydrogenase activity	molecular_function	GO:0018452
127411	10763	2-hydroxytetrahydrofuran dehydrogenase activity	molecular_function	GO:0018453
127411	15277	phenylcoumaran benzylic ether reductase activity	molecular_function	GO:0032442
127411	16590	steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	molecular_function	GO:0033764
127411	16591	steroid dehydrogenase activity, acting on the CH-CH group of donors	molecular_function	GO:0033765
127411	19178	(R)-2-hydroxyisocaproate dehydrogenase activity	molecular_function	GO:0043713
127411	22621	3-ketoglucose-reductase activity	molecular_function	GO:0048258
127411	25233	(R)-2-hydroxyglutarate dehydrogenase activity	molecular_function	GO:0051990
127413	9985	hydrolase activity	molecular_function	GO:0016787
127413	3087	phosphoprotein phosphatase activity	molecular_function	GO:0004721
127413	3089	calcium-dependent protein serine/threonine phosphatase activity	molecular_function	GO:0004723
127413	3090	magnesium-dependent protein serine/threonine phosphatase activity	molecular_function	GO:0004724
127413	4132	magnesium-dependent protein serine/threonine phosphatase complex	cellular_component	GO:0005963
127413	6080	CTD phosphatase activity	molecular_function	GO:0008420
127413	6240	calcium-dependent protein serine/threonine phosphatase regulator activity	molecular_function	GO:0008597
127413	10186	myosin phosphatase activity	molecular_function	GO:0017018
127413	10187	myosin phosphatase regulator activity	molecular_function	GO:0017020
127413	10190	myosin phosphatase complex	cellular_component	GO:0017023
127414	9985	hydrolase activity	molecular_function	GO:0016787
127414	2492	apyrase activity	molecular_function	GO:0004050
127414	18750	adenosine-diphosphatase activity	molecular_function	GO:0043262
127417	9320	membrane	cellular_component	GO:0016020
127417	12906	metal ion transport	biological_process	GO:0030001
127417	21296	metal ion transmembrane transporter activity	molecular_function	GO:0046873
127424	3736	ATP binding	molecular_function	GO:0005524
127424	4927	transport	biological_process	GO:0006810
127424	8976	ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism	molecular_function	GO:0015662
127424	9320	membrane	cellular_component	GO:0016020
127424	4929	cation transport	biological_process	GO:0006812
127424	9321	integral to membrane	cellular_component	GO:0016021
127424	10015	hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances	molecular_function	GO:0016820
127424	3670	calcium-transporting ATPase activity	molecular_function	GO:0005388
127425	5830	metabolic process	biological_process	GO:0008152
127425	9985	hydrolase activity	molecular_function	GO:0016787
127427	5939	zinc ion binding	molecular_function	GO:0008270
127427	4598	protein modification process	biological_process	GO:0006464
127437	6419	beta-lactamase activity	molecular_function	GO:0008800
127437	13507	beta-lactam antibiotic catabolic process	biological_process	GO:0030655
127437	21106	response to antibiotic	biological_process	GO:0046677
127441	3200	ubiquitin-protein ligase activity	molecular_function	GO:0004842
127441	24685	regulation of ubiquitin-protein ligase activity	biological_process	GO:0051438
127441	24687	regulation of ubiquitin-protein ligase activity during meiotic cell cycle	biological_process	GO:0051440
127441	24690	positive regulation of ubiquitin-protein ligase activity	biological_process	GO:0051443
127441	24691	negative regulation of ubiquitin-protein ligase activity	biological_process	GO:0051444
127443	2176	DNA binding	molecular_function	GO:0003677
127443	3736	ATP binding	molecular_function	GO:0005524
127443	4429	DNA replication initiation	biological_process	GO:0006270
127443	5778	DNA-dependent ATPase activity	molecular_function	GO:0008094
127443	3838	nucleus	cellular_component	GO:0005634
127445	3838	nucleus	cellular_component	GO:0005634
127445	4483	chromatin assembly or disassembly	biological_process	GO:0006333
127453	2700	subtilase activity	molecular_function	GO:0004289
127453	18306	identical protein binding	molecular_function	GO:0042802
127453	18579	negative regulation of catalytic activity	biological_process	GO:0043086
127455	7744	FMN binding	molecular_function	GO:0010181
127455	9710	oxidoreductase activity	molecular_function	GO:0016491
127455	2412	NADPH dehydrogenase activity	molecular_function	GO:0003959
127460	4591	protein folding	biological_process	GO:0006457
127460	9551	prefoldin complex	cellular_component	GO:0016272
127460	24336	unfolded protein binding	molecular_function	GO:0051082
127472	5939	zinc ion binding	molecular_function	GO:0008270
127479	5830	metabolic process	biological_process	GO:0008152
127479	9710	oxidoreductase activity	molecular_function	GO:0016491
127479	247	C-3 sterol dehydrogenase (C-4 sterol decarboxylase) activity	molecular_function	GO:0000252
127479	248	3-keto sterol reductase activity	molecular_function	GO:0000253
127479	2477	aldo-keto reductase activity	molecular_function	GO:0004033
127479	2842	isocitrate dehydrogenase activity	molecular_function	GO:0004448
127479	2886	mevaldate reductase activity	molecular_function	GO:0004495
127479	6491	gluconate dehydrogenase activity	molecular_function	GO:0008875
127479	9508	steroid dehydrogenase activity	molecular_function	GO:0016229
127479	10761	epoxide dehydrogenase activity	molecular_function	GO:0018451
127479	10762	5-exo-hydroxycamphor dehydrogenase activity	molecular_function	GO:0018452
127479	10763	2-hydroxytetrahydrofuran dehydrogenase activity	molecular_function	GO:0018453
127479	15277	phenylcoumaran benzylic ether reductase activity	molecular_function	GO:0032442
127479	16590	steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	molecular_function	GO:0033764
127479	16591	steroid dehydrogenase activity, acting on the CH-CH group of donors	molecular_function	GO:0033765
127479	19178	(R)-2-hydroxyisocaproate dehydrogenase activity	molecular_function	GO:0043713
127479	22621	3-ketoglucose-reductase activity	molecular_function	GO:0048258
127479	25233	(R)-2-hydroxyglutarate dehydrogenase activity	molecular_function	GO:0051990
127480	162	nucleotide binding	molecular_function	GO:0000166
127480	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
127480	3736	ATP binding	molecular_function	GO:0005524
127480	2176	DNA binding	molecular_function	GO:0003677
127480	3838	nucleus	cellular_component	GO:0005634
127480	4421	DNA replication	biological_process	GO:0006260
127480	2187	DNA clamp loader activity	molecular_function	GO:0003689
127480	3862	DNA replication factor C complex	cellular_component	GO:0005663
127486	2916	ribonuclease P activity	molecular_function	GO:0004526
127487	4642	ubiquitin-dependent protein catabolic process	biological_process	GO:0006511
127487	14302	cullin-RING ubiquitin ligase complex	cellular_component	GO:0031461
127487	14466	ubiquitin protein ligase binding	molecular_function	GO:0031625
127488	3827	intracellular	cellular_component	GO:0005622
127488	5250	signal transduction	biological_process	GO:0007165
127494	5830	metabolic process	biological_process	GO:0008152
127494	9977	nucleotidyltransferase activity	molecular_function	GO:0016779
127494	2431	UTP:glucose-1-phosphate uridylyltransferase activity	molecular_function	GO:0003983
127503	3722	copper ion binding	molecular_function	GO:0005507
127506	9971	phosphotransferase activity, alcohol group as acceptor	molecular_function	GO:0016773
127507	3727	protein binding	molecular_function	GO:0005515
127520	5830	metabolic process	biological_process	GO:0008152
127520	5846	methyltransferase activity	molecular_function	GO:0008168
127526	4598	protein modification process	biological_process	GO:0006464
127531	4283	electron transport	biological_process	GO:0006118
127531	5803	ubiquinol-cytochrome-c reductase activity	molecular_function	GO:0008121
127531	9320	membrane	cellular_component	GO:0016020
127533	2176	DNA binding	molecular_function	GO:0003677
127536	2175	nucleic acid binding	molecular_function	GO:0003676
127538	2227	structural constituent of ribosome	molecular_function	GO:0003735
127538	4556	translation	biological_process	GO:0006412
127538	9241	small ribosomal subunit	cellular_component	GO:0015935
127538	3827	intracellular	cellular_component	GO:0005622
127538	4025	ribosome	cellular_component	GO:0005840
127539	4037	cytoskeleton	cellular_component	GO:0005856
127539	13683	regulation of actin filament polymerization	biological_process	GO:0030833
127540	9321	integral to membrane	cellular_component	GO:0016021
127540	9480	vesicle-mediated transport	biological_process	GO:0016192
127542	4977	amino acid transport	biological_process	GO:0006865
127542	8535	amino acid transmembrane transporter activity	molecular_function	GO:0015171
127542	9320	membrane	cellular_component	GO:0016020
127552	3727	protein binding	molecular_function	GO:0005515
127552	5239	cell communication	biological_process	GO:0007154
127552	17271	phosphoinositide binding	molecular_function	GO:0035091
127553	2175	nucleic acid binding	molecular_function	GO:0003676
127573	2378	GTPase activity	molecular_function	GO:0003924
127573	3737	GTP binding	molecular_function	GO:0005525
127573	10375	histone-lysine N-methyltransferase activity	molecular_function	GO:0018024
127574	2802	histone acetyltransferase activity	molecular_function	GO:0004402
127575	3846	nuclear pore	cellular_component	GO:0005643
127575	5019	nucleocytoplasmic transport	biological_process	GO:0006913
127575	23917	RNA transport	biological_process	GO:0050658
127588	4925	regulation of nitrogen utilization	biological_process	GO:0006808
127588	9773	transcription repressor activity	molecular_function	GO:0016564
127592	3737	GTP binding	molecular_function	GO:0005525
127592	5344	small GTPase mediated signal transduction	biological_process	GO:0007264
127592	2378	GTPase activity	molecular_function	GO:0003924
127592	3727	protein binding	molecular_function	GO:0005515
127592	4994	intracellular protein transport	biological_process	GO:0006886
127592	5019	nucleocytoplasmic transport	biological_process	GO:0006913
127592	5250	signal transduction	biological_process	GO:0007165
127592	3827	intracellular	cellular_component	GO:0005622
127592	8400	protein transport	biological_process	GO:0015031
127601	3043	protein kinase activity	molecular_function	GO:0004672
127601	3736	ATP binding	molecular_function	GO:0005524
127601	4602	protein amino acid phosphorylation	biological_process	GO:0006468
127601	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
127601	3046	transmembrane receptor protein serine/threonine kinase activity	molecular_function	GO:0004675
127601	3047	3-phosphoinositide-dependent protein kinase activity	molecular_function	GO:0004676
127601	3048	DNA-dependent protein kinase activity	molecular_function	GO:0004677
127601	3049	AMP-activated protein kinase activity	molecular_function	GO:0004679
127601	3050	casein kinase activity	molecular_function	GO:0004680
127601	3051	casein kinase I activity	molecular_function	GO:0004681
127601	3057	cyclic nucleotide-dependent protein kinase activity	molecular_function	GO:0004690
127601	3061	eukaryotic translation initiation factor 2alpha kinase activity	molecular_function	GO:0004694
127601	3062	galactosyltransferase-associated kinase activity	molecular_function	GO:0004695
127601	3063	glycogen synthase kinase 3 activity	molecular_function	GO:0004696
127601	3065	calcium-dependent protein kinase C activity	molecular_function	GO:0004698
127601	3067	atypical protein kinase C activity	molecular_function	GO:0004700
127601	3068	receptor signaling protein serine/threonine kinase activity	molecular_function	GO:0004702
127601	3070	NF-kappaB-inducing kinase activity	molecular_function	GO:0004704
127601	3071	JUN kinase activity	molecular_function	GO:0004705
127601	3072	JUN kinase kinase kinase activity	molecular_function	GO:0004706
127601	3074	MAP kinase kinase activity	molecular_function	GO:0004708
127601	3076	MAP/ERK kinase kinase activity	molecular_function	GO:0004710
127601	3077	ribosomal protein S6 kinase activity	molecular_function	GO:0004711
127601	3084	Janus kinase activity	molecular_function	GO:0004718
127601	6004	MAP kinase 1 activity	molecular_function	GO:0008338
127601	6005	MP kinase activity	molecular_function	GO:0008339
127601	6015	MAP kinase kinase kinase kinase activity	molecular_function	GO:0008349
127601	6196	JUN kinase kinase activity	molecular_function	GO:0008545
127601	10102	MAP kinase 2 activity	molecular_function	GO:0016908
127601	10103	SAP kinase activity	molecular_function	GO:0016909
127601	11472	transmembrane receptor protein kinase activity	molecular_function	GO:0019199
127601	12154	cyclin-dependent protein kinase activating kinase activity	molecular_function	GO:0019912
127601	17037	GTP-dependent protein kinase activity	molecular_function	GO:0034211
127604	222	microtubule cytoskeleton organization and biogenesis	biological_process	GO:0000226
127604	663	spindle pole	cellular_component	GO:0000922
127604	4002	microtubule organizing center	cellular_component	GO:0005815
127605	3727	protein binding	molecular_function	GO:0005515
127611	9320	membrane	cellular_component	GO:0016020
127612	2175	nucleic acid binding	molecular_function	GO:0003676
127612	3736	ATP binding	molecular_function	GO:0005524
127612	5716	ATP-dependent helicase activity	molecular_function	GO:0008026
127612	2792	helicase activity	molecular_function	GO:0004386
127614	9367	mRNA metabolic process	biological_process	GO:0016071
127614	13392	ribonucleoprotein complex	cellular_component	GO:0030529
127629	2909	nuclease activity	molecular_function	GO:0004518
127629	18089	phosphoric ester hydrolase activity	molecular_function	GO:0042578
127629	19229	T/G mismatch-specific endonuclease activity	molecular_function	GO:0043765
127631	3043	protein kinase activity	molecular_function	GO:0004672
127631	3736	ATP binding	molecular_function	GO:0005524
127631	4602	protein amino acid phosphorylation	biological_process	GO:0006468
127631	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
127631	3075	MAP kinase kinase kinase activity	molecular_function	GO:0004709
127635	9985	hydrolase activity	molecular_function	GO:0016787
127635	3087	phosphoprotein phosphatase activity	molecular_function	GO:0004721
127635	3089	calcium-dependent protein serine/threonine phosphatase activity	molecular_function	GO:0004723
127635	3090	magnesium-dependent protein serine/threonine phosphatase activity	molecular_function	GO:0004724
127635	4132	magnesium-dependent protein serine/threonine phosphatase complex	cellular_component	GO:0005963
127635	6080	CTD phosphatase activity	molecular_function	GO:0008420
127635	6240	calcium-dependent protein serine/threonine phosphatase regulator activity	molecular_function	GO:0008597
127635	10186	myosin phosphatase activity	molecular_function	GO:0017018
127635	10187	myosin phosphatase regulator activity	molecular_function	GO:0017020
127635	10190	myosin phosphatase complex	cellular_component	GO:0017023
127637	6667	biosynthetic process	biological_process	GO:0009058
127637	2491	anthranilate synthase activity	molecular_function	GO:0004049
127637	5830	metabolic process	biological_process	GO:0008152
127637	10028	oxo-acid-lyase activity	molecular_function	GO:0016833
127645	9367	mRNA metabolic process	biological_process	GO:0016071
127645	13392	ribonucleoprotein complex	cellular_component	GO:0030529
127646	3727	protein binding	molecular_function	GO:0005515
127646	2682	serine-type endopeptidase activity	molecular_function	GO:0004252
127646	4639	proteolysis	biological_process	GO:0006508
127646	2290	catalytic activity	molecular_function	GO:0003824
127647	4541	RNA processing	biological_process	GO:0006396
127647	10081	ligase activity, forming phosphoric ester bonds	molecular_function	GO:0016886
127647	2290	catalytic activity	molecular_function	GO:0003824
127647	2416	RNA-3'-phosphate cyclase activity	molecular_function	GO:0003963
127674	3727	protein binding	molecular_function	GO:0005515
127676	2700	subtilase activity	molecular_function	GO:0004289
127676	4639	proteolysis	biological_process	GO:0006508
127676	18306	identical protein binding	molecular_function	GO:0042802
127676	18579	negative regulation of catalytic activity	biological_process	GO:0043086
127676	2687	cerevisin activity	molecular_function	GO:0004262
127678	3200	ubiquitin-protein ligase activity	molecular_function	GO:0004842
127678	24685	regulation of ubiquitin-protein ligase activity	biological_process	GO:0051438
127678	24687	regulation of ubiquitin-protein ligase activity during meiotic cell cycle	biological_process	GO:0051440
127678	24690	positive regulation of ubiquitin-protein ligase activity	biological_process	GO:0051443
127678	24691	negative regulation of ubiquitin-protein ligase activity	biological_process	GO:0051444
127679	2227	structural constituent of ribosome	molecular_function	GO:0003735
127679	3827	intracellular	cellular_component	GO:0005622
127679	4025	ribosome	cellular_component	GO:0005840
127679	4556	translation	biological_process	GO:0006412
127680	2175	nucleic acid binding	molecular_function	GO:0003676
127680	2914	ribonuclease H activity	molecular_function	GO:0004523
127685	2783	glycolipid 2-alpha-mannosyltransferase activity	molecular_function	GO:0004377
127685	4618	protein amino acid glycosylation	biological_process	GO:0006486
127685	9320	membrane	cellular_component	GO:0016020
127685	24	alpha-1,6-mannosyltransferase activity	molecular_function	GO:0000009
127685	42	alpha-1,2-mannosyltransferase activity	molecular_function	GO:0000026
127685	45	mannosyltransferase activity	molecular_function	GO:0000030
127685	48	alpha-1,3-mannosyltransferase activity	molecular_function	GO:0000033
127685	1170	alpha-1,3-galactosyltransferase activity	molecular_function	GO:0001962
127685	2430	UDP-glucose:glycoprotein glucosyltransferase activity	molecular_function	GO:0003980
127685	2782	glycolipid mannosyltransferase activity	molecular_function	GO:0004376
127685	2953	oligosaccharyl transferase activity	molecular_function	GO:0004576
127685	2959	dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase activity	molecular_function	GO:0004583
127685	6039	acetylglucosaminyltransferase activity	molecular_function	GO:0008375
127685	6040	acetylgalactosaminyltransferase activity	molecular_function	GO:0008376
127685	6042	galactosyltransferase activity	molecular_function	GO:0008378
127685	6077	fucosyltransferase activity	molecular_function	GO:0008417
127685	6376	O antigen polymerase activity	molecular_function	GO:0008755
127685	6535	lipopolysaccharide-1,6-galactosyltransferase activity	molecular_function	GO:0008921
127685	9532	UDP-N-acetylglucosamine-peptide N-acetylglucosaminyltransferase activity	molecular_function	GO:0016253
127685	9958	cellulose synthase activity	molecular_function	GO:0016759
127685	11017	9-phenanthrol UDP-glucuronosyltransferase activity	molecular_function	GO:0018715
127685	11018	1-phenanthrol glycosyltransferase activity	molecular_function	GO:0018716
127685	11019	9-phenanthrol glycosyltransferase activity	molecular_function	GO:0018717
127685	11020	1,2-dihydroxy-phenanthrene glycosyltransferase activity	molecular_function	GO:0018718
127685	11396	phenanthrol glycosyltransferase activity	molecular_function	GO:0019112
127685	11466	beta-1,4-mannosyltransferase activity	molecular_function	GO:0019187
127685	14119	alpha-1,2-galactosyltransferase activity	molecular_function	GO:0031278
127685	16390	dolichyl pyrophosphate Man7GlcNAc2 alpha-1,3-glucosyltransferase activity	molecular_function	GO:0033556
127685	17801	dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase activity	molecular_function	GO:0042281
127685	17803	dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase activity	molecular_function	GO:0042283
127685	19616	inositol phosphoceramide synthase activity	molecular_function	GO:0045140
127685	20962	glucosyltransferase activity	molecular_function	GO:0046527
127685	21342	alpha(1,3)-fucosyltransferase activity	molecular_function	GO:0046920
127685	21343	alpha(1,6)-fucosyltransferase activity	molecular_function	GO:0046921
127692	3736	ATP binding	molecular_function	GO:0005524
127692	10082	ATPase activity	molecular_function	GO:0016887
127692	162	nucleotide binding	molecular_function	GO:0000166
127692	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
127692	4927	transport	biological_process	GO:0006810
127692	9321	integral to membrane	cellular_component	GO:0016021
127692	18135	ATPase activity, coupled to transmembrane movement of substances	molecular_function	GO:0042626
127692	6209	xenobiotic-transporting ATPase activity	molecular_function	GO:0008559
127694	3228	signal transducer activity	molecular_function	GO:0004871
127694	4019	heterotrimeric G-protein complex	cellular_component	GO:0005834
127694	5270	G-protein coupled receptor protein signaling pathway	biological_process	GO:0007186
127696	2770	glutathione transferase activity	molecular_function	GO:0004364
127697	3949	mitochondrial matrix	cellular_component	GO:0005759
127698	5830	metabolic process	biological_process	GO:0008152
127698	9710	oxidoreductase activity	molecular_function	GO:0016491
127711	4283	electron transport	biological_process	GO:0006118
127711	9710	oxidoreductase activity	molecular_function	GO:0016491
127727	3430	Rho GDP-dissociation inhibitor activity	molecular_function	GO:0005094
127727	3930	cytoplasm	cellular_component	GO:0005737
127740	2290	catalytic activity	molecular_function	GO:0003824
127740	5830	metabolic process	biological_process	GO:0008152
127740	243	C-8 sterol isomerase activity	molecular_function	GO:0000247
127740	6076	delta5-delta2,4-dienoyl-CoA isomerase activity	molecular_function	GO:0008416
127740	11137	3-carboxymuconate cycloisomerase type II activity	molecular_function	GO:0018842
127740	19296	trans-2, cis-3 decenoyl-ACP isomerase activity	molecular_function	GO:0043832
127760	2553	3',5'-cyclic-nucleotide phosphodiesterase activity	molecular_function	GO:0004114
127760	5250	signal transduction	biological_process	GO:0007165
127760	2290	catalytic activity	molecular_function	GO:0003824
127760	24589	regulation of cyclic-nucleotide phosphodiesterase activity	biological_process	GO:0051342
127765	9985	hydrolase activity	molecular_function	GO:0016787
127765	3087	phosphoprotein phosphatase activity	molecular_function	GO:0004721
127765	3089	calcium-dependent protein serine/threonine phosphatase activity	molecular_function	GO:0004723
127765	3090	magnesium-dependent protein serine/threonine phosphatase activity	molecular_function	GO:0004724
127765	4132	magnesium-dependent protein serine/threonine phosphatase complex	cellular_component	GO:0005963
127765	6080	CTD phosphatase activity	molecular_function	GO:0008420
127765	6240	calcium-dependent protein serine/threonine phosphatase regulator activity	molecular_function	GO:0008597
127765	10186	myosin phosphatase activity	molecular_function	GO:0017018
127765	10187	myosin phosphatase regulator activity	molecular_function	GO:0017020
127765	10190	myosin phosphatase complex	cellular_component	GO:0017023
127774	3721	iron ion binding	molecular_function	GO:0005506
127774	12251	heme binding	molecular_function	GO:0020037
127780	9710	oxidoreductase activity	molecular_function	GO:0016491
127780	23919	FAD binding	molecular_function	GO:0050660
127780	3930	cytoplasm	cellular_component	GO:0005737
127780	19912	cell redox homeostasis	biological_process	GO:0045454
127780	2768	glutathione-disulfide reductase activity	molecular_function	GO:0004362
127782	2353	DNA-directed DNA polymerase activity	molecular_function	GO:0003887
127782	4421	DNA replication	biological_process	GO:0006260
127782	162	nucleotide binding	molecular_function	GO:0000166
127782	2176	DNA binding	molecular_function	GO:0003677
127782	2175	nucleic acid binding	molecular_function	GO:0003676
127782	4301	nucleobase, nucleoside, nucleotide and nucleic acid metabolic process	biological_process	GO:0006139
127782	16887	DNA polymerase activity	molecular_function	GO:0034061
127789	18831	[formate-C-acetyltransferase]-activating enzyme activity	molecular_function	GO:0043365
127790	6724	nucleoside metabolic process	biological_process	GO:0009116
127790	2447	adenine phosphoribosyltransferase activity	molecular_function	GO:0003999
127790	4330	adenine salvage	biological_process	GO:0006168
127791	2176	DNA binding	molecular_function	GO:0003677
127791	3736	ATP binding	molecular_function	GO:0005524
127791	2175	nucleic acid binding	molecular_function	GO:0003676
127791	2792	helicase activity	molecular_function	GO:0004386
127791	9794	chromatin remodeling complex	cellular_component	GO:0016585
127791	14332	nucleosome binding	molecular_function	GO:0031491
127791	18540	ATP-dependent chromatin remodeling	biological_process	GO:0043044
127794	2227	structural constituent of ribosome	molecular_function	GO:0003735
127794	3827	intracellular	cellular_component	GO:0005622
127794	4025	ribosome	cellular_component	GO:0005840
127794	4556	translation	biological_process	GO:0006412
127796	2227	structural constituent of ribosome	molecular_function	GO:0003735
127796	3827	intracellular	cellular_component	GO:0005622
127796	4025	ribosome	cellular_component	GO:0005840
127796	4556	translation	biological_process	GO:0006412
127798	2227	structural constituent of ribosome	molecular_function	GO:0003735
127798	3827	intracellular	cellular_component	GO:0005622
127798	4025	ribosome	cellular_component	GO:0005840
127798	4556	translation	biological_process	GO:0006412
127813	175	rRNA (adenine-N6,N6-)-dimethyltransferase activity	molecular_function	GO:0000179
127813	2346	C-terminal protein carboxyl methyltransferase activity	molecular_function	GO:0003880
127813	5847	C-methyltransferase activity	molecular_function	GO:0008169
127813	5848	N-methyltransferase activity	molecular_function	GO:0008170
127813	5849	O-methyltransferase activity	molecular_function	GO:0008171
127813	5850	S-methyltransferase activity	molecular_function	GO:0008172
127813	5851	RNA methyltransferase activity	molecular_function	GO:0008173
127813	5852	mRNA methyltransferase activity	molecular_function	GO:0008174
127813	5853	tRNA methyltransferase activity	molecular_function	GO:0008175
127813	5945	protein methyltransferase activity	molecular_function	GO:0008276
127813	5992	site-specific DNA-methyltransferase (cytosine-specific) activity	molecular_function	GO:0008326
127813	6085	2-polyprenyl-6-methoxy-1,4-benzoquinone methyltransferase activity	molecular_function	GO:0008425
127813	6281	rRNA methyltransferase activity	molecular_function	GO:0008649
127813	6282	rRNA (uridine-2'-O-)-methyltransferase activity	molecular_function	GO:0008650
127813	6619	DNA-methyltransferase activity	molecular_function	GO:0009008
127813	6977	rRNA (cytosine-C5-967)-methyltransferase activity	molecular_function	GO:0009383
127813	9489	selenocysteine methyltransferase activity	molecular_function	GO:0016205
127813	9552	arginine N-methyltransferase activity	molecular_function	GO:0016273
127813	9553	protein-arginine N-methyltransferase activity	molecular_function	GO:0016274
127813	9556	lysine N-methyltransferase activity	molecular_function	GO:0016278
127813	9557	protein-lysine N-methyltransferase activity	molecular_function	GO:0016279
127813	9572	tRNA (uracil) methyltransferase activity	molecular_function	GO:0016300
127813	9652	tRNA (guanine) methyltransferase activity	molecular_function	GO:0016423
127813	9653	tRNA (guanosine) methyltransferase activity	molecular_function	GO:0016424
127813	9654	tRNA (adenine)-methyltransferase activity	molecular_function	GO:0016426
127813	9655	tRNA (cytosine)-methyltransferase activity	molecular_function	GO:0016427
127813	9659	tRNA (uridine) methyltransferase activity	molecular_function	GO:0016431
127813	9661	rRNA (adenine) methyltransferase activity	molecular_function	GO:0016433
127813	9662	rRNA (cytosine) methyltransferase activity	molecular_function	GO:0016434
127813	9663	rRNA (guanine) methyltransferase activity	molecular_function	GO:0016435
127813	9664	rRNA (uridine) methyltransferase activity	molecular_function	GO:0016436
127813	10743	protein-leucine O-methyltransferase activity	molecular_function	GO:0018423
127813	11011	1-phenanthrol methyltransferase activity	molecular_function	GO:0018707
127813	11960	protein-arginine N5-methyltransferase activity	molecular_function	GO:0019702
127813	13642	methylarsonite methyltransferase activity	molecular_function	GO:0030792
127813	19234	demethylmenaquinone methyltransferase activity	molecular_function	GO:0043770
127813	19240	cobalt-precorrin-6B C5-methyltransferase activity	molecular_function	GO:0043776
127813	19241	cobalt-precorrin-7 C15-methyltransferase activity	molecular_function	GO:0043777
127813	19244	cobalt-precorrin-5B C1-methyltransferase activity	molecular_function	GO:0043780
127813	19246	cobalt-precorrin-3 C17-methyltransferase activity	molecular_function	GO:0043782
